thisN,thisTrialN,thisRepN,pair_name,stim1_img,stim2_img,key_resp.keys,key_resp.rt,key_resp.duration,target_img,probe_img,cue_text,is_match,end_probe_instr.keys,end_probe_instr.rt,end_probe_instr.duration,probe_resp_test.keys,probe_resp_test.rt,probe_resp_test.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,learn_images.thisRepN,learn_images.thisTrialN,learn_images.thisN,learn_images.thisIndex,probe_loop.thisRepN,probe_loop.thisTrialN,probe_loop.thisN,probe_loop.thisIndex,thisRow.t,notes,%_answer,instructions.started,instructions_main.started,instr_end.started,instructions.stopped,instr_end.keys,instr_end.rt,instr_end.duration,start_eeg.started,eeg_start_text.started,exit_eeg_text.started,start_eeg.stopped,exit_eeg_text.keys,exit_eeg_text.rt,exit_eeg_text.duration,instructions_learning.started,text.started,key_resp.started,instructions_learning.stopped,blocks_loop.key_resp.keys,blocks_loop.key_resp.rt,blocks_loop.key_resp.duration,image_load_2.started,Image_load_text.started,load_images_2.started,image_load_2.stopped,fix_learning.started,fix_learn_cross.started,fix_learn_cross.stopped,fix_learning.stopped,image_learn_1.started,first_of_pair.started,first_of_pair.stopped,image_learn_1.stopped,break_img_learn.started,break_random.started,break_random.stopped,break_img_learn.stopped,image_learn_2.started,second_of_pair.started,second_of_pair.stopped,image_learn_2.stopped,routine_5s_break.started,five_s_break.started,five_s_break.stopped,routine_5s_break.stopped,pair_stim_1,pair_stim_2,random_break_dur,probe_instr.started,probe_instr_text.started,end_probe_instr.started,probe_instr.stopped,blocks_loop.end_probe_instr.keys,blocks_loop.end_probe_instr.rt,blocks_loop.end_probe_instr.duration,image_loader.started,empty_text.started,image_load.started,image_loader.stopped,probe_cue.started,probe_cue_1.started,probe_cue.stopped,probe_imagination.started,imagination_woot.started,imagination_woot.stopped,probe_imagination.stopped,probe_test.started,prob_test_img.started,prob_test_img.stopped,probe_test.stopped,probe_resp.started,probe_resp_test.started,text_4.started,probe_resp.stopped,probe_loop.probe_resp_test.keys,probe_loop.probe_resp_test.rt,probe_loop.probe_resp_test.duration,probe_break.started,text_2.started,text_2.stopped,probe_break.stopped,target_image,probe_image,response_good_bad,response_given,response_rt,good_answer_counter,probe_cue_1.stopped,end_of_block.started,text_3.started,key_resp_2.started,end_of_block.stopped,blocks_loop.key_resp_2.keys,blocks_loop.key_resp_2.rt,blocks_loop.key_resp_2.duration,rest_instr.started,instr_rest_state.started,key_resp_3.started,rest_instr.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,rest_state.started,text_5.started,text_5.stopped,rest_state.stopped,end_exp.started,text_end.started,end_exp_1.started,end_exp.stopped,end_exp_1.keys,end_exp_1.rt,end_exp_1.duration,participant,session,date,expName,psychopyVersion,frameRate,sequence_good_key,sequence_bad_key,allowed_keys_list,expStart,
1,0,1,,,,space,0.9435361998621374,None,,,,,space,4.034210999961942,None,,,,space,1.2715140001382679,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.84378609992564,462.8535628998652,462.8535628998652,464.1266946999822,space,1.2715140001382679,None,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
0,0,0,C_D,stimuli/face.png,stimuli/banane.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,0,0,0,2,,,,,465.0327486998867,,,,,,,,,,,,,,,,,464.1267977999523,464.13260449981317,464.13260449981317,465.0206361999735,space,0.8796491997782141,None,465.0224845998455,465.0327486998867,0.0018402999266982079,465.3327369999606,465.33275689999573,465.34101379988715,,465.6241986998357,465.6253757998347,465.6322512999177,467.1280727998819,467.1203681998886,467.12046749982983,467.1280727998819,470.07822939986363,470.070371999871,470.0713229998946,470.07822939986363,471.57434229995124,471.5657955999486,471.5659111998975,471.57434229995124,476.5705864999909,476.56147479987703,stimuli/face.png,stimuli/banane.png,2.9514768987168116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
1,1,0,B_C,stimuli/ciseau.png,stimuli/face.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,476.5705864999909,,,,,,,,,,,,,,,,,,,,,,,,476.56156349997036,476.5705864999909,0.00018820003606379032,476.88225659984164,476.88229799992405,476.89068640000187,,477.17564969998784,477.17672159988433,477.18678170000203,,478.6742130999919,478.6744345999323,478.6823256998323,479.7443050998263,479.7320597998332,479.7334820998367,479.7443050998263,481.2359277999494,481.22816459997557,481.22842669999227,481.2359277999494,486.23223489988595,486.22400949988514,stimuli/ciseau.png,stimuli/face.png,1.0647816274439559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
2,2,0,A_B,stimuli/zèbre.png,stimuli/ciseau.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,486.23223489988595,,,,,,,,,,,,,,,,,,,,,,,,486.22409879998304,486.23223489988595,7.38000962883234e-05,486.5403674999252,486.54038679995574,486.5488463998772,486.8403848998714,486.8319385999348,486.8329827999696,486.8403848998714,488.33644749992527,488.32803089986555,488.3281417998951,488.33644749992527,489.5864793998189,489.57861249987036,489.5795960999094,489.5864793998189,491.0776804999914,491.0703920999076,491.0705075999722,491.0776804999914,496.06958119990304,496.06174979987554,stimuli/zèbre.png,stimuli/ciseau.png,1.2539435862209747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
3,0,1,C_D,stimuli/face.png,stimuli/banane.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,1,0,3,2,,,,,496.06958119990304,,,,,,,,,,,,,,,,,,,,,,,,496.06183829996735,496.06958119990304,-0.0007042998913675547,496.38625799980946,496.38627869985066,496.39458570000716,,496.68201719992794,496.68315429985523,496.69041019980796,498.18202669988386,498.1736575998366,498.17377289989963,498.18202669988386,499.66542269987985,499.65740799997,499.6583864998538,499.66542269987985,501.16123339999467,501.15288409986533,501.1530241998844,501.16123339999467,506.15312469983473,506.1445283999201,stimuli/face.png,stimuli/banane.png,1.4895854090782352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
4,1,1,B_C,stimuli/ciseau.png,stimuli/face.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,1,1,4,1,,,,,506.15312469983473,,,,,,,,,,,,,,,,,,,,,,,,506.1446189999115,506.15312469983473,0.0036675999872386456,506.46961889998056,506.46963909990154,506.477715899935,,506.7610969999805,506.7620552999433,506.7692007999867,508.2653713999316,508.25703019998036,508.2571355998516,508.2653713999316,509.81972339982167,509.80716199986637,509.8081771999132,509.81972339982167,511.3106565999333,511.30323999980465,511.3038869998418,511.3106565999333,516.3026764998212,516.2948864998762,stimuli/ciseau.png,stimuli/face.png,1.5560800451000505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
5,2,1,A_B,stimuli/zèbre.png,stimuli/ciseau.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,1,2,5,0,,,,,516.3026764998212,,,,,,,,,,,,,,,,,,,,,,,,516.2949814000167,516.3026764998212,0.003934399923309684,516.6195819999557,516.6196260999423,516.6279138999525,,516.9150268000085,516.9160356998909,516.9235389998648,,518.4109708999749,518.4110755999573,518.4194343998097,521.2778541999869,521.2697772998363,521.2707721998449,521.2778541999869,522.769560799934,522.7614495998714,522.7615532998461,522.769560799934,527.7608810998499,527.7527299998328,stimuli/zèbre.png,stimuli/ciseau.png,2.861216565579732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
6,0,2,C_D,stimuli/face.png,stimuli/banane.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,2,0,6,2,,,,,527.7608810998499,,,,,,,,,,,,,,,,,,,,,,,,527.7528229998425,527.7608810998499,-0.0006944001652300358,528.078032999998,528.0780740999617,528.0860040998086,528.3791977998335,528.3695113998838,528.3704873998649,528.3791977998335,529.8734779998194,529.8655079000164,529.8656774999108,529.8734779998194,532.3065589999314,532.2903982999269,532.2913879000116,532.3065589999314,533.7983495998196,533.7903942998964,533.7904790998437,533.7983495998196,538.7899873999413,538.7818201000337,stimuli/face.png,stimuli/banane.png,2.432449972301635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
7,1,2,B_C,stimuli/ciseau.png,stimuli/face.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,2,1,7,1,,,,,538.7899873999413,,,,,,,,,,,,,,,,,,,,,,,,538.781907199882,538.7899873999413,-0.0004631001502275467,539.0982327999081,539.0982510999311,539.1070015998557,,539.3905898998491,539.391571899876,539.4027463998646,540.8999032999855,540.8861539999489,540.886586099863,540.8999032999855,543.3481415000279,543.3402187000029,543.3412076998502,543.3481415000279,544.8399993998464,544.8320092000067,544.8321261999663,544.8399993998464,549.8316313999239,549.82359299995,stimuli/ciseau.png,stimuli/face.png,2.453256231698158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
8,2,2,A_B,stimuli/zèbre.png,stimuli/ciseau.png,space,0.8796491997782141,None,,,,,,,,,,,,,,2,0,2,0,2,2,8,0,,,,,549.8316313999239,,,,,,,,,,,,,,,,,,,,,,,,549.8236811999232,549.8316313999239,-0.0005697999149560928,550.148413799936,550.1484552999027,550.1565940999426,,550.4440462999046,550.4452495998703,550.4522867000196,551.943982699886,551.9358949000016,551.9360299999826,551.943982699886,553.9061176998075,553.8982789998408,553.8992673999164,553.9061176998075,555.4022090998478,555.3944571998436,555.3945604998153,555.4022090998478,560.4083628000226,560.3900031999219,stimuli/zèbre.png,stimuli/ciseau.png,1.9664431280921904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
0,0,0,,,,space,0.8796491997782141,None,stimuli/face.png,stimuli/zèbre.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.3941146999131888,None,,,,2,0,2,0,,,,,0,0,0,3,562.0432064000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.398746999912,560.4083628000226,560.4083628000226,562.0362907999661,space,1.6206368000712246,None,562.0383104998618,562.0432064000051,0.0020115000661462545,562.3479902998079,562.3488772998098,562.3562398999929,566.3393367999233,566.3395475000143,566.3476849999279,568.7270358998794,568.7189835000318,568.7199871998746,568.7270358998794,570.7230159000028,570.714762599906,570.7149629998021,570.7230159000028,570.7230159000028,571.119482900016,2,0.3941146999131888,None,571.1195898000151,571.1271031999495,572.3979825000279,572.3896443999838,stimuli/face.png,stimuli/zèbre.png,1,2,0.8796491997782141,24,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
1,1,0,,,,space,0.8796491997782141,None,stimuli/zèbre.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.22709689987823367,None,,,,2,0,2,0,,,,,0,1,1,10,572.3979825000279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.3898383998312,572.3979825000279,0.00010889978148043156,572.6979153000284,572.698829599889,572.7069435999729,576.6938924998976,576.6941029999871,576.7017937998753,578.7103476999328,578.6983405998908,578.699335699901,578.7103476999328,580.7061687998939,580.6980965000112,580.6982160999905,580.7061687998939,580.7061687998939,580.9398441999219,1,0.22709689987823367,None,580.9399961000308,580.9478550998028,583.7672429999802,583.763378799893,stimuli/zèbre.png,stimuli/ciseau.png,1,1,0.8796491997782141,25,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
2,2,0,,,,space,0.8796491997782141,None,stimuli/face.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.27080359985120595,None,,,,2,0,2,0,,,,,0,2,2,11,583.7672429999802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.7635600999929,583.7672429999802,0.00011259992606937885,584.0673346999101,584.0682780998759,584.0759510998614,588.0644998999778,588.0645971999038,588.0724787998479,589.4105688999407,589.4020557999611,589.4030676998664,589.4105688999407,591.4060664998833,591.3981148998719,591.3982094000094,591.4060664998833,591.4060664998833,591.681290099863,2,0.27080359985120595,None,591.6814352998044,591.6896395999938,594.3063164998312,594.2978768998291,stimuli/face.png,stimuli/ciseau.png,1,2,0.8796491997782141,26,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
3,3,0,,,,space,0.8796491997782141,None,stimuli/ciseau.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.30061359982937574,None,,,,2,0,2,0,,,,,0,3,3,7,594.3063164998312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.2981249999721,594.3063164998312,0.00010700011625885963,594.6062780998182,594.6072039999999,594.6162939998321,598.606081899954,598.6062217999715,598.6143547999673,600.6642693998292,600.6561871999875,600.6571761998348,600.6642693998292,602.6562255998142,602.6479140999727,602.6480512998533,602.6562255998142,602.6562255998142,602.9646669998765,1,0.30061359982937574,None,602.9647667999379,602.9727485999465,604.772643599892,604.7647253999021,stimuli/ciseau.png,stimuli/face.png,1,1,0.8796491997782141,27,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
4,4,0,,,,space,0.8796491997782141,None,stimuli/ciseau.png,stimuli/zèbre.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.37397199985571206,None,,,,2,0,2,0,,,,,0,4,4,2,604.772643599892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7649315998424,604.772643599892,0.00011630007065832615,605.072570099961,605.0735718999058,605.0816583000124,609.0643805998843,609.0644908000249,609.0725332000293,610.6267601000145,610.6184783999342,610.6194806999993,610.6267601000145,612.622906500008,612.6142654998694,612.6143632999156,612.622906500008,612.622906500008,613.0022473998833,2,0.37397199985571206,None,613.0023843999952,613.0095151998103,615.3681593998335,615.3602564998437,stimuli/ciseau.png,stimuli/zèbre.png,1,2,0.8796491997782141,28,609.0725332000293,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
5,5,0,,,,space,0.8796491997782141,None,stimuli/ciseau.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.3978555998764932,None,,,,2,0,2,0,,,,,0,5,5,9,615.3681593998335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.3604536999483,615.3681593998335,0.00010890001431107521,615.6684326999821,615.6693360998761,615.67665509996,619.6604366998654,619.6605999998283,619.6683410999831,620.8600685999263,620.851756399963,620.8527610998135,620.8600685999263,622.8555793999694,622.8476118999533,622.8477443999145,622.8555793999694,622.8555793999694,623.256261699833,1,0.3978555998764932,None,623.256383099826,623.263972699875,625.8973625998478,625.8892567998264,stimuli/ciseau.png,stimuli/face.png,1,1,0.8796491997782141,29,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
6,6,0,,,,space,0.8796491997782141,None,stimuli/zèbre.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.4316090000793338,None,,,,2,0,2,0,,,,,0,6,6,5,625.8973625998478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.8894354999065,625.8973625998478,0.00011079991236329079,626.1971785998903,626.1984206999186,626.205387199996,630.189208699856,630.1893352000043,630.1975777000189,632.5849939000327,632.5723811998032,632.5734947999008,632.5849939000327,,634.5727278999984,634.5729499999434,634.5809014998376,634.5809014998376,635.0144278998487,2,0.4316090000793338,None,635.0145464998204,635.0242005998734,637.4726315999869,637.4643228999339,stimuli/zèbre.png,stimuli/banane.png,1,2,0.8796491997782141,30,630.1975777000189,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
7,7,0,,,,space,0.8796491997782141,None,stimuli/face.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.24288769997656345,None,,,,2,0,2,0,,,,,0,7,7,1,637.4726315999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.4646161999553,637.4726315999869,0.00012199999764561653,637.7767533999868,637.7778239999898,637.7849485999905,641.7723656999879,641.772464199923,641.7805004999973,643.2180381999351,643.2099142998923,643.2109475999605,643.2180381999351,645.209622999886,645.2016990999691,645.2018093999941,645.209622999886,645.209622999886,645.4599257998634,1,0.24288769997656345,None,645.4600923999678,645.4681024998426,646.7388404998928,646.7309210998937,stimuli/face.png,stimuli/banane.png,1,1,0.8796491997782141,31,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
8,8,0,,,,space,0.8796491997782141,None,stimuli/zèbre.png,stimuli/face.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.40200260002166033,None,,,,2,0,2,0,,,,,0,8,8,8,646.7388404998928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.7311317999847,646.7388404998928,0.00010870001278817654,647.0390080998186,647.0398947999347,647.0470155000221,651.0310153998435,651.0311242998578,651.0388483998831,653.3384819999337,653.3307315998245,653.3318363998551,653.3384819999337,655.3304255998228,655.3222876000218,655.3223955999129,655.3304255998228,655.3304255998228,655.7393214998301,2,0.40200260002166033,None,655.7394333998673,655.7473494999576,658.6222157999873,658.614353899844,stimuli/zèbre.png,stimuli/face.png,1,2,0.8796491997782141,32,651.0388483998831,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
9,9,0,,,,space,0.8796491997782141,None,stimuli/face.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.39125139988027513,None,,,,2,0,2,0,,,,,0,9,9,4,658.6222157999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6145662998315,658.6222157999873,0.00011819996871054173,658.9217915998306,658.9226457998157,658.9307428000029,662.9138505000155,662.9139640999492,662.9217125999276,664.1052508000284,664.0972614998464,664.0982733999845,664.1052508000284,666.1015230999328,666.0930623998865,666.0932326999027,666.1015230999328,666.1015230999328,666.4937958000228,1,0.39125139988027513,None,666.4939356998075,666.5010344998445,668.5095072998665,668.5013421999756,stimuli/face.png,stimuli/banane.png,1,1,0.8796491997782141,33,662.9217125999276,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
10,10,0,,,,space,0.8796491997782141,None,stimuli/zèbre.png,stimuli/ciseau.png,Qu'est-ce qui vient ensuite ?,match,space,1.6206368000712246,None,1,0.40551349986344576,None,,,,2,0,2,0,,,,,0,10,10,6,668.5095072998665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.5015278998762,668.5095072998665,0.00011499994434416294,668.809386999812,668.8103175999131,668.8177079998422,672.8013360998593,672.801466899924,672.8093574999366,675.2845978999976,675.2765769998077,675.2775905998424,675.2845978999976,677.280172099825,677.2721580998041,677.2722632999066,677.280172099825,677.280172099825,677.6933452999219,1,0.40551349986344576,None,677.6934861999471,677.7008175000083,679.0715232999064,679.0640993998386,stimuli/zèbre.png,stimuli/ciseau.png,1,1,0.8796491997782141,34,672.8093574999366,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
11,11,0,,,,space,0.8796491997782141,None,stimuli/ciseau.png,stimuli/banane.png,Qu'est-ce qui vient ensuite ?,non-match,space,1.6206368000712246,None,2,0.32848859997466207,None,,,,2,0,2,0,,,,,0,11,11,0,679.0715232999064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.0642958998214,679.0715232999064,0.00010939990170300007,679.3762035998516,679.3771240999922,679.3840174998622,683.3718053000048,683.3719726998825,683.3804084998555,686.0300239999779,686.0221986998804,686.0232051999774,686.0300239999779,688.0214676999021,688.013369299937,688.0134934999514,688.0214676999021,688.0214676999021,688.3553046998568,2,0.32848859997466207,None,688.3554400999565,688.363519199891,689.529624799965,689.5052809999324,stimuli/ciseau.png,stimuli/banane.png,1,2,0.8796491997782141,35,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
2,0,2,,,,space,0.8796491997782141,None,,,,,space,1.6206368000712246,None,,,,space,1.4035416999831796,None,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5245725000277,689.529624799965,689.529624799965,690.9344847998582,space,1.4035416999831796,None,,,,,,,,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.9594258998986,690.9675133000128,690.9675133000128,694.1929836999625,space,3.220689000096172,None,,,,,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.1930147998501,694.2005574000068,994.1936612999998,994.1857675998472,,,,,,,,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.1858940999955,994.1936612999998,994.1936612999998,998.5899082999676,space,4.394848600029945,None,sub-098,001,2025-06-25_14h43.35.278,learn_probe,2024.2.4,240.02630686000353,1,2,"['1', '2']",2025-06-25 14h43.55.799519 -0400,
